用户ID,性别,年龄,是否会员,常用省份,常用城市
5331,女,27,否,江苏,常州
5332,女,33,否,青海,海东
5333,女,24,是,黑龙江,哈尔滨
5334,女,68,是,辽宁,大连
5335,男,38,否,山东,青岛
5336,女,32,是,贵州,安顺
5337,男,25,是,陕西,渭南
5338,男,28,是,广东,佛山
5339,女,25,是,广东,深圳
5340,男,26,是,云南,丽江
5341,男,42,否,陕西,西安
5342,男,25,否,广东,东莞
5343,女,21,是,新疆,乌鲁木齐
5344,女,18,是,新疆,乌鲁木齐
5345,男,36,是,内蒙古,呼和浩特
5346,男,23,是,北京,北京
5347,女,24,否,山东,临沂
5348,男,35,否,河北,廊坊
5349,女,34,否,北京,北京
5350,男,19,是,广东,佛山
5351,男,24,否,山东,济南
5352,男,40,否,吉林,吉林
5353,男,25,否,湖南,长沙
5354,女,52,是,重庆,重庆
5355,女,28,是,北京,北京
5356,女,28,是,上海,上海
5357,男,39,是,广东,佛山
5358,男,20,是,浙江,杭州
5359,女,24,否,浙江,温州
5360,女,29,是,云南,大理
5361,男,44,是,浙江,杭州
5362,女,22,否,安徽,安庆
5363,女,35,是,福建,厦门
5364,女,30,否,山东,济南
5365,女,68,是,陕西,渭南
5366,男,22,否,上海,上海
5367,男,21,否,上海,上海
5368,男,34,否,海南,三亚
5369,女,30,是,宁夏,银川
5370,男,66,是,江苏,无锡
5371,女,21,否,江西,九江
5372,男,24,否,辽宁,大连
5373,男,26,是,湖南,湘潭
5374,男,41,是,山东,威海
5375,女,19,是,四川,绵阳
5376,男,27,否,辽宁,鞍山
5377,男,29,否,上海,上海
5378,男,32,是,江苏,南通
5379,男,43,是,江西,赣州
5380,男,18,否,海南,三亚
5381,女,42,是,河南,新乡
5382,女,43,是,福建,福州
5383,男,44,否,广东,佛山
5384,男,26,是,陕西,咸阳
5385,男,30,是,浙江,绍兴
5386,男,26,否,辽宁,沈阳
5387,男,40,是,青海,海东
5388,男,43,是,北京,北京
5389,女,32,否,江西,南昌
5390,男,40,是,河北,石家庄
5391,男,32,是,甘肃,天水
5392,女,21,否,西藏,拉萨
5393,女,33,否,浙江,温州
5394,女,34,否,安徽,安庆
5395,女,23,是,江苏,无锡
5396,男,25,是,湖北,襄阳
5397,男,29,是,新疆,克拉玛依
5398,男,22,否,湖南,长沙
5399,女,36,否,河南,郑州
5400,女,19,是,浙江,温州
5401,男,18,否,山东,烟台
5402,女,42,否,黑龙江,齐齐哈尔
5403,女,18,否,山东,威海
5404,女,38,否,四川,南充
5405,女,28,是,上海,上海
5406,女,31,是,河南,郑州
5407,女,19,是,山东,烟台
5408,男,31,是,陕西,西安
5409,男,34,是,海南,海口
5410,女,37,否,黑龙江,大庆
5411,男,21,是,海南,儋州
5412,女,36,是,江苏,南京
5413,男,27,否,江西,九江
5414,男,25,否,北京,北京
5415,男,31,是,湖北,宜昌
5416,男,19,否,河南,洛阳
5417,男,30,是,江苏,南通
5418,男,19,是,湖北,武汉
5419,男,20,是,广西,北海
5420,男,29,否,北京,北京
5421,女,26,是,天津,天津
5422,女,26,是,陕西,宝鸡
5423,男,33,是,重庆,重庆
5424,女,33,是,湖南,湘潭
5425,女,24,是,陕西,宝鸡
5426,男,19,否,吉林,吉林
5427,男,27,是,北京,北京
5428,男,22,是,河北,石家庄
5429,男,43,否,北京,北京
5430,男,22,是,湖南,湘潭
5431,女,31,是,吉林,延边
5432,女,47,否,河南,许昌
5433,女,48,否,重庆,重庆
5434,男,32,是,天津,天津
5435,女,48,否,河南,新乡
5436,男,53,是,浙江,金华
5437,女,40,否,天津,天津
5438,女,22,否,新疆,乌鲁木齐
5439,男,20,是,北京,北京
5440,男,21,否,江苏,无锡
5441,女,35,否,湖南,衡阳
5442,男,25,是,黑龙江,齐齐哈尔
5443,女,33,否,陕西,渭南
5444,男,21,否,上海,上海
5445,男,28,是,四川,绵阳
5446,女,18,是,海南,三亚
5447,女,29,否,浙江,宁波
5448,男,32,否,云南,丽江
5449,女,70,是,广西,柳州
5450,女,18,否,海南,海口
5451,男,28,否,湖南,衡阳
5452,男,23,是,安徽,合肥
5453,女,24,否,内蒙古,包头
5454,女,30,是,黑龙江,大庆
5455,女,37,是,福建,厦门
5456,女,31,否,辽宁,沈阳
5457,女,25,是,山东,济南
5458,男,53,是,四川,绵阳
5459,女,27,是,云南,大理
5460,女,18,否,上海,上海
5461,女,32,否,江西,南昌
5462,女,33,是,海南,海口
5463,男,50,是,陕西,宝鸡
5464,男,30,是,黑龙江,大庆
5465,女,32,否,西藏,日喀则
5466,男,37,是,安徽,安庆
5467,男,32,是,黑龙江,齐齐哈尔
5468,女,18,否,陕西,咸阳
5469,女,29,否,浙江,金华
5470,女,43,是,河北,廊坊
5471,女,18,否,山东,临沂
5472,女,29,否,山东,烟台
5473,男,30,是,福建,厦门
5474,女,22,是,河南,洛阳
5475,女,52,是,上海,上海
5476,男,22,是,辽宁,沈阳
5477,女,34,否,广东,广州
5478,女,32,是,新疆,克拉玛依
5479,男,23,否,浙江,绍兴
5480,女,42,否,四川,宜宾
5481,女,21,是,湖北,荆州
5482,男,28,否,贵州,遵义
5483,男,19,是,黑龙江,哈尔滨
5484,女,34,是,湖北,襄阳
5485,女,20,是,山东,青岛
5486,女,18,否,湖北,武汉
5487,女,47,否,甘肃,酒泉
5488,男,31,是,山东,烟台
5489,女,34,是,海南,儋州
5490,男,24,否,广东,东莞
5491,女,36,否,重庆,重庆
5492,女,27,是,陕西,西安
5493,男,38,是,四川,乐山
5494,男,22,是,黑龙江,大庆
5495,女,24,否,天津,天津
5496,男,39,是,浙江,绍兴
5497,女,37,否,福建,厦门
5498,女,30,是,云南,大理
5499,女,41,是,江苏,无锡
5500,男,22,否,云南,大理
5501,女,30,否,福建,泉州
5502,男,43,否,湖南,长沙
5503,男,38,否,西藏,日喀则
5504,女,42,否,安徽,蚌埠
5505,男,25,否,天津,天津
5506,男,21,否,重庆,重庆
5507,女,42,是,湖南,湘潭
5508,男,20,否,福建,厦门
5509,男,29,否,上海,上海
5510,男,25,否,辽宁,大连
5511,女,34,是,北京,北京
5512,男,37,否,广东,东莞
5513,女,51,否,新疆,克拉玛依
5514,女,28,否,吉林,延边
5515,女,18,否,福建,泉州
5516,男,34,是,江苏,南通
5517,女,25,否,上海,上海
5518,女,35,否,云南,丽江
5519,女,25,否,甘肃,天水
5520,女,32,否,北京,北京
5521,男,21,否,江西,南昌
5522,男,29,否,浙江,金华
5523,男,20,否,浙江,温州
5524,女,18,否,上海,上海
5525,男,19,否,河北,唐山
5526,女,29,否,新疆,乌鲁木齐
5527,女,25,是,江西,赣州
5528,女,27,否,天津,天津
5529,男,18,是,湖北,宜昌
5530,女,22,否,上海,上海
5531,女,39,是,北京,北京
5532,女,24,否,上海,上海
5533,男,39,是,云南,丽江
5534,男,31,是,河南,洛阳
5535,女,34,是,浙江,绍兴
5536,男,34,是,重庆,重庆
5537,男,36,是,云南,曲靖
5538,女,43,否,河南,新乡
5539,男,38,是,河南,新乡
5540,女,46,否,北京,北京
5541,女,31,是,浙江,杭州
5542,女,28,是,内蒙古,呼和浩特
5543,男,21,否,北京,北京
5544,女,29,是,江苏,南通
5545,女,36,否,浙江,宁波
5546,男,27,否,重庆,重庆
5547,女,26,是,宁夏,石嘴山
5548,女,25,否,天津,天津
5549,女,29,是,内蒙古,呼和浩特
5550,女,32,否,广东,广州
5551,男,43,是,辽宁,沈阳
5552,男,47,是,广东,佛山
5553,女,18,是,北京,北京
5554,女,23,否,上海,上海
5555,女,30,是,河南,洛阳
5556,女,31,否,山西,运城
5557,女,23,否,北京,北京
5558,男,23,是,安徽,合肥
5559,女,26,否,海南,儋州
5560,男,20,是,河北,保定
5561,女,34,否,福建,厦门
5562,女,19,否,西藏,拉萨
5563,男,31,是,重庆,重庆
5564,男,26,否,浙江,宁波
5565,男,30,是,上海,上海
5566,男,19,是,天津,天津
5567,男,42,否,浙江,绍兴
5568,女,34,否,广东,珠海
5569,女,25,否,海南,海口
5570,女,23,是,广西,南宁
5571,女,24,是,广东,佛山
5572,男,33,否,湖北,荆州
5573,男,18,否,青海,海东
5574,女,27,否,广东,佛山
5575,男,27,是,福建,漳州
5576,女,27,否,山东,烟台
5577,男,30,否,湖南,湘潭
5578,女,33,是,山东,青岛
5579,男,21,是,河北,唐山
5580,女,27,否,福建,泉州
5581,男,25,否,内蒙古,呼和浩特
5582,女,30,是,上海,上海
5583,男,18,是,贵州,贵阳
5584,男,34,否,重庆,重庆
5585,女,25,否,广东,佛山
5586,女,46,否,湖北,襄阳
5587,男,36,否,山东,威海
5588,女,22,是,江苏,南通
5589,男,23,是,湖北,武汉
5590,女,23,否,河南,新乡
5591,女,33,是,广东,广州
5592,女,18,否,福建,福州
5593,男,19,是,四川,绵阳
5594,男,31,否,云南,大理
5595,男,48,是,上海,上海
5596,男,23,否,福建,漳州
5597,女,20,否,天津,天津
5598,男,27,否,江苏,南通
5599,男,31,是,陕西,宝鸡
5600,男,41,是,江西,上饶
5601,女,25,否,贵州,安顺
5602,男,33,否,河南,洛阳
5603,女,33,否,上海,上海
5604,男,33,是,江苏,苏州
5605,男,22,否,贵州,安顺
5606,男,34,是,重庆,重庆
5607,男,24,是,辽宁,沈阳
5608,男,27,否,四川,乐山
5609,女,20,是,北京,北京
5610,女,33,否,青海,海东
5611,男,25,是,新疆,克拉玛依
5612,女,27,否,安徽,蚌埠
5613,女,41,否,天津,天津
5614,男,20,否,辽宁,大连
5615,女,39,否,青海,海东
5616,男,50,是,天津,天津
5617,女,31,是,海南,三亚
5618,女,32,是,宁夏,银川
5619,男,35,是,天津,天津
5620,女,26,否,吉林,长春
5621,男,18,是,内蒙古,包头
5622,女,60,否,山西,运城
5623,女,30,是,四川,宜宾
5624,女,40,是,宁夏,石嘴山
5625,女,31,是,青海,海东
5626,男,19,是,山东,烟台
5627,男,21,否,福建,泉州
5628,女,29,否,天津,天津
5629,女,31,是,江苏,南京
5630,女,26,否,江西,南昌
5631,女,40,否,福建,泉州
5632,男,28,否,重庆,重庆
5633,女,42,否,上海,上海
5634,女,32,是,吉林,吉林
5635,女,25,否,陕西,宝鸡
5636,女,21,否,山东,烟台
5637,男,41,是,重庆,重庆
5638,女,30,否,上海,上海
5639,女,27,否,新疆,克拉玛依
5640,女,18,是,湖南,湘潭
5641,女,19,否,西藏,日喀则
5642,女,26,否,湖南,长沙
5643,女,32,否,广东,珠海
5644,女,23,是,云南,丽江
5645,男,24,是,陕西,宝鸡
5646,女,36,否,贵州,贵阳
5647,女,24,是,广东,佛山
5648,女,37,是,河南,郑州
5649,男,21,是,重庆,重庆
5650,女,19,是,湖南,株洲
5651,男,20,是,上海,上海
5652,男,40,是,福建,福州
5653,男,46,是,重庆,重庆
5654,女,18,否,云南,大理
5655,女,19,是,新疆,喀什
5656,男,48,否,北京,北京
5657,女,27,是,北京,北京
5658,女,28,是,福建,泉州
5659,女,26,否,广东,东莞
5660,女,31,否,北京,北京
5661,男,45,是,青海,西宁
5662,女,23,是,四川,宜宾
5663,女,35,是,天津,天津
5664,女,34,否,云南,曲靖
5665,女,42,否,云南,大理
5666,男,18,是,北京,北京
5667,男,25,否,山西,运城
5668,女,40,否,贵州,贵阳
5669,男,47,否,上海,上海
5670,女,26,是,广西,桂林
5671,男,23,否,江苏,苏州
5672,男,25,是,上海,上海
5673,男,27,是,浙江,杭州
5674,男,27,否,青海,西宁
5675,男,33,是,云南,曲靖
5676,女,30,是,上海,上海
5677,男,21,是,北京,北京
5678,男,28,否,广西,柳州
5679,男,32,否,甘肃,兰州
5680,男,24,否,辽宁,抚顺
5681,男,28,否,广东,东莞
5682,男,19,否,山西,大同
5683,男,20,是,江苏,无锡
5684,女,34,否,山东,济南
5685,女,20,是,广东,珠海
5686,男,28,否,天津,天津
5687,女,54,否,江苏,常州
5688,女,50,否,吉林,长春
5689,女,34,是,安徽,合肥
5690,男,29,是,河北,保定
5691,男,32,是,江苏,苏州
5692,女,21,否,上海,上海
5693,女,29,是,重庆,重庆
5694,男,19,否,宁夏,石嘴山
5695,男,27,是,海南,儋州
5696,男,27,否,福建,泉州
5697,男,40,是,湖北,襄阳
5698,男,44,否,海南,儋州
5699,女,25,是,湖南,湘潭
5700,女,40,否,青海,西宁
5701,女,23,否,广东,佛山
5702,女,38,是,福建,泉州
5703,男,18,是,山西,运城
5704,男,30,是,宁夏,银川
5705,男,41,是,湖南,衡阳
5706,男,31,是,江苏,常州
5707,女,55,是,上海,上海
5708,男,24,否,陕西,西安
5709,女,46,是,河北,保定
5710,女,18,否,重庆,重庆
5711,男,29,否,江苏,南京
5712,男,21,是,新疆,乌鲁木齐
5713,男,29,否,江苏,南京
5714,男,23,否,河南,新乡
5715,女,21,是,吉林,延边
5716,男,19,是,上海,上海
5717,女,23,是,河南,郑州
5718,女,20,是,上海,上海
5719,女,39,是,福建,厦门
5720,男,31,否,北京,北京
5721,男,23,是,江苏,南京
5722,男,30,否,辽宁,鞍山
5723,男,25,否,湖南,长沙
5724,女,38,否,湖北,武汉
5725,男,44,否,海南,儋州
5726,男,23,否,河南,郑州
5727,女,40,否,内蒙古,包头
5728,男,20,否,广东,佛山
5729,男,33,否,湖南,衡阳
5730,男,35,是,宁夏,银川
5731,男,32,是,山东,济南
5732,男,32,是,上海,上海
5733,男,18,否,黑龙江,齐齐哈尔
5734,男,24,是,福建,厦门
5735,男,31,是,吉林,吉林
5736,男,30,否,天津,天津
5737,女,51,否,青海,西宁
5738,男,34,是,辽宁,抚顺
5739,女,21,是,陕西,宝鸡
5740,女,21,否,重庆,重庆
5741,女,33,否,重庆,重庆
5742,男,23,否,福建,福州
5743,女,39,是,上海,上海
5744,男,31,是,北京,北京
5745,男,26,否,贵州,安顺
5746,女,33,是,河北,保定
5747,女,34,否,天津,天津
5748,女,23,否,黑龙江,大庆
5749,女,28,否,上海,上海
5750,男,44,是,广西,桂林
5751,男,21,是,湖南,湘潭
5752,男,40,否,新疆,乌鲁木齐
5753,女,22,否,河北,石家庄
5754,女,25,是,辽宁,沈阳
5755,男,25,否,山西,临汾
5756,女,33,否,黑龙江,哈尔滨
5757,女,39,是,新疆,乌鲁木齐
5758,女,41,否,湖南,株洲
5759,男,69,是,上海,上海
5760,男,21,是,山西,临汾
5761,男,53,否,湖北,荆州
5762,男,32,否,福建,福州
5763,男,20,否,湖北,襄阳
5764,男,38,否,贵州,贵阳
5765,男,25,否,湖南,株洲
5766,女,28,是,广西,柳州
5767,男,20,否,江苏,常州
5768,女,19,是,广西,南宁
5769,男,24,是,湖北,武汉
5770,男,21,否,湖南,湘潭
5771,女,27,否,广东,东莞
5772,男,30,是,重庆,重庆
5773,女,19,否,辽宁,大连
5774,男,41,否,西藏,拉萨
5775,女,22,是,北京,北京
5776,男,40,否,江苏,常州
5777,男,29,否,天津,天津
5778,男,49,否,上海,上海
5779,女,18,否,江苏,常州
5780,男,32,否,广西,桂林
5781,男,27,是,江苏,无锡
5782,女,32,是,四川,成都
5783,女,23,是,黑龙江,齐齐哈尔
5784,男,31,否,江苏,常州
5785,男,52,是,西藏,拉萨
5786,女,26,否,河北,唐山
5787,男,27,否,天津,天津
5788,男,36,是,甘肃,兰州
5789,女,44,是,北京,北京
5790,男,33,否,新疆,喀什
5791,女,42,否,安徽,安庆
5792,女,25,是,山东,威海
5793,男,25,否,陕西,宝鸡
5794,女,41,否,江苏,苏州
5795,女,40,否,浙江,宁波
5796,女,30,是,湖北,襄阳
5797,女,30,是,山东,威海
5798,男,25,是,辽宁,抚顺
5799,男,35,是,浙江,绍兴
5800,男,43,是,山西,临汾
5801,女,19,否,安徽,安庆
5802,女,24,是,山东,青岛
5803,男,31,否,湖北,武汉
5804,女,29,否,江苏,苏州
5805,女,20,是,河南,许昌
5806,女,21,是,云南,大理
5807,女,38,否,广西,桂林
5808,男,28,否,辽宁,沈阳
5809,女,36,是,四川,宜宾
5810,女,41,是,云南,大理
5811,女,27,是,河北,廊坊
5812,女,24,是,重庆,重庆
5813,男,33,是,江苏,无锡
5814,男,18,是,湖南,湘潭
5815,男,70,否,吉林,长春
5816,男,53,是,辽宁,沈阳
5817,男,25,是,河南,许昌
5818,女,33,是,湖北,襄阳
5819,女,62,否,浙江,宁波
5820,男,29,否,河南,郑州
5821,女,42,是,浙江,金华
5822,女,27,是,江苏,南京
5823,女,38,是,福建,厦门
5824,男,31,是,重庆,重庆
5825,男,21,否,江苏,苏州
5826,男,31,否,黑龙江,大庆
5827,女,22,否,云南,昆明
5828,女,50,是,安徽,安庆
5829,男,22,否,河北,唐山
5830,男,34,否,江苏,南通
5831,女,40,否,海南,三亚
5832,男,45,是,宁夏,银川
5833,女,29,否,陕西,西安
5834,女,19,是,甘肃,天水
5835,男,18,是,青海,海东
5836,男,32,否,宁夏,石嘴山
5837,男,20,是,重庆,重庆
5838,女,28,否,北京,北京
5839,男,18,是,青海,西宁
5840,女,28,否,新疆,克拉玛依
5841,男,22,是,海南,三亚
5842,男,35,是,江苏,无锡
5843,女,70,是,湖北,襄阳
5844,男,34,否,江苏,无锡
5845,女,42,否,天津,天津
5846,男,34,是,北京,北京
5847,女,25,否,天津,天津
5848,女,31,否,广西,柳州
5849,男,25,否,陕西,宝鸡
5850,女,28,否,吉林,延边
5851,女,21,是,云南,大理
5852,女,29,否,江苏,南京
5853,女,46,否,浙江,杭州
5854,女,18,否,辽宁,大连
5855,女,35,是,山东,烟台
5856,男,37,否,重庆,重庆
5857,女,27,是,内蒙古,鄂尔多斯
5858,男,30,是,山东,济南
5859,男,26,是,江西,南昌
5860,女,18,否,四川,绵阳
5861,男,30,否,广东,中山
5862,男,21,否,湖北,襄阳
5863,男,18,是,江苏,南京
5864,女,31,是,福建,漳州
5865,男,28,是,四川,南充
5866,女,27,是,河北,廊坊
5867,男,28,否,西藏,拉萨
5868,女,24,否,广西,柳州
5869,男,28,是,四川,宜宾
5870,男,22,是,河南,郑州
5871,女,54,否,山西,太原
5872,女,20,否,广西,柳州
5873,女,23,是,广东,佛山
5874,女,24,否,甘肃,酒泉
5875,男,25,否,安徽,安庆
5876,女,20,否,山西,太原
5877,男,38,是,上海,上海
5878,男,18,是,浙江,温州
5879,女,20,是,重庆,重庆
5880,女,23,是,北京,北京
5881,女,32,否,云南,曲靖
5882,女,19,是,山西,运城
5883,女,21,否,江苏,南通
5884,男,52,是,上海,上海
5885,男,30,否,广东,广州
5886,女,35,否,广东,中山
5887,男,23,否,浙江,绍兴
5888,女,18,是,青海,西宁
5889,女,44,否,河南,新乡
5890,男,33,否,江西,南昌
5891,女,22,是,江苏,南京
5892,女,53,是,江苏,无锡
5893,女,39,是,河北,保定
5894,女,20,是,辽宁,鞍山
5895,女,32,否,上海,上海
5896,女,18,是,河北,保定
5897,女,28,是,吉林,吉林
5898,男,22,否,黑龙江,齐齐哈尔
5899,男,26,是,陕西,渭南
5900,女,34,是,青海,海东
5901,男,28,否,浙江,杭州
5902,男,32,是,山东,青岛
5903,女,34,是,吉林,延边
5904,男,32,否,山西,临汾
5905,男,18,是,江苏,无锡
5906,女,20,否,上海,上海
5907,女,27,是,福建,泉州
5908,女,36,是,山东,临沂
5909,女,23,是,甘肃,酒泉
5910,女,33,否,黑龙江,哈尔滨
5911,男,18,是,新疆,克拉玛依
5912,男,27,否,宁夏,银川
5913,男,32,否,湖南,湘潭
5914,男,58,否,福建,厦门
5915,女,35,是,辽宁,沈阳
5916,女,20,是,湖北,襄阳
5917,男,37,是,辽宁,抚顺
5918,男,24,是,浙江,宁波
5919,女,24,是,广东,佛山
5920,男,41,是,陕西,咸阳
5921,女,28,是,江苏,南京
5922,男,48,是,天津,天津
5923,男,21,是,海南,儋州
5924,男,42,否,江苏,常州
5925,女,42,否,陕西,宝鸡
5926,男,35,否,江苏,南通
5927,男,30,否,江苏,苏州
5928,女,20,否,黑龙江,大庆
5929,女,34,是,浙江,杭州
5930,男,47,是,湖北,襄阳
5931,女,22,是,重庆,重庆
5932,男,39,否,上海,上海
5933,女,31,是,广东,珠海
5934,女,22,否,贵州,遵义
5935,女,37,否,湖南,长沙
5936,男,27,是,河南,洛阳
5937,男,24,否,福建,福州
5938,男,50,否,广西,桂林
5939,男,36,否,河北,石家庄
5940,男,27,否,江西,上饶
5941,男,37,否,安徽,蚌埠
5942,女,21,是,内蒙古,包头
5943,女,32,是,天津,天津
5944,男,25,是,辽宁,大连
5945,女,31,否,广东,中山
5946,女,31,是,陕西,西安
5947,女,28,是,北京,北京
5948,女,19,否,重庆,重庆
5949,男,33,是,新疆,克拉玛依
5950,男,39,是,江苏,南通
5951,男,31,否,天津,天津
5952,女,37,否,广西,桂林
5953,男,43,是,西藏,日喀则
5954,男,25,否,河北,石家庄
5955,男,22,是,湖北,宜昌
5956,女,40,否,江苏,无锡
5957,男,42,是,新疆,乌鲁木齐
5958,男,26,是,内蒙古,呼和浩特
5959,女,26,否,湖北,武汉
5960,女,20,否,黑龙江,哈尔滨
5961,女,25,否,海南,三亚
5962,男,31,是,四川,宜宾
5963,男,28,否,广东,广州
5964,男,36,否,上海,上海
5965,男,33,是,新疆,乌鲁木齐
5966,女,34,是,宁夏,石嘴山
5967,男,20,否,辽宁,鞍山
5968,女,29,是,天津,天津
5969,男,37,是,广东,佛山
5970,女,39,是,广东,深圳
5971,男,44,否,江苏,南通
5972,男,49,是,上海,上海
5973,男,30,否,广西,柳州
5974,男,21,是,山东,青岛
5975,女,28,否,广西,桂林
5976,女,54,否,重庆,重庆
5977,女,23,是,福建,泉州
5978,男,26,是,湖北,宜昌
5979,男,34,否,浙江,绍兴
5980,女,26,否,湖南,长沙
5981,女,40,否,江西,九江
5982,女,31,是,江苏,南通
5983,女,18,是,北京,北京
5984,女,32,否,黑龙江,哈尔滨
5985,男,23,是,北京,北京
5986,男,31,否,河南,许昌
5987,男,39,是,湖南,株洲
5988,男,32,否,内蒙古,包头
5989,女,32,否,北京,北京
5990,女,18,是,四川,成都
5991,男,29,否,辽宁,鞍山
5992,女,21,是,山东,威海
5993,男,26,是,福建,福州
5994,男,20,否,广东,珠海
5995,男,47,否,西藏,日喀则
5996,女,20,否,天津,天津
5997,女,33,是,海南,儋州
5998,女,39,是,天津,天津
5999,男,26,是,吉林,吉林
6000,男,50,否,四川,绵阳
6001,女,33,否,河北,唐山
6002,男,32,否,陕西,咸阳
6003,男,44,是,浙江,温州
6004,男,50,是,广西,南宁
6005,女,37,是,广东,东莞
6006,男,30,是,天津,天津
6007,男,32,是,海南,海口
6008,女,42,否,安徽,蚌埠
6009,男,31,否,福建,福州
6010,男,38,是,黑龙江,哈尔滨
6011,男,23,否,河北,唐山
6012,男,19,否,上海,上海
6013,男,23,是,湖南,衡阳
6014,男,40,是,浙江,绍兴
6015,男,21,是,天津,天津
6016,女,24,是,江苏,苏州
6017,女,34,否,江苏,无锡
6018,男,29,是,北京,北京
6019,女,35,是,重庆,重庆
6020,女,28,是,广西,桂林
6021,男,27,否,上海,上海
6022,女,31,否,辽宁,大连
6023,女,33,是,上海,上海
6024,男,24,是,辽宁,大连
6025,男,37,否,天津,天津
6026,女,20,是,山东,济南
6027,男,28,否,辽宁,抚顺
6028,男,28,否,山东,临沂
6029,男,23,是,上海,上海
6030,男,25,否,安徽,蚌埠
6031,男,28,否,重庆,重庆
6032,女,19,否,江苏,常州
6033,男,39,否,湖北,宜昌
6034,女,30,否,北京,北京
6035,女,29,否,辽宁,鞍山
6036,男,20,是,上海,上海
6037,男,27,是,重庆,重庆
6038,男,24,是,新疆,喀什
6039,男,20,是,北京,北京
6040,男,19,否,内蒙古,包头
6041,女,42,是,福建,福州
6042,男,25,是,安徽,芜湖
6043,男,37,是,河南,许昌
6044,男,19,是,湖南,长沙
6045,女,34,否,宁夏,石嘴山
6046,男,27,否,广西,南宁
6047,女,36,否,河北,唐山
6048,女,37,是,湖南,湘潭
6049,女,68,是,福建,泉州
6050,女,21,否,海南,海口
6051,女,50,是,福建,福州
6052,男,40,是,河南,新乡
6053,女,25,否,辽宁,鞍山
6054,女,23,否,吉林,延边
6055,女,19,否,四川,绵阳
6056,男,19,是,贵州,贵阳
6057,男,29,是,吉林,长春
6058,男,39,否,山东,威海
6059,男,30,是,云南,大理
6060,男,29,否,安徽,合肥
6061,女,20,否,重庆,重庆
6062,女,30,是,西藏,拉萨
6063,男,29,否,河南,郑州
6064,女,41,是,湖南,长沙
6065,男,45,是,北京,北京
6066,女,39,是,山西,临汾
6067,女,49,是,云南,大理
6068,女,23,否,山东,济南
6069,女,18,否,辽宁,大连
6070,男,39,是,西藏,拉萨
6071,女,42,否,青海,海东
6072,男,67,是,天津,天津
6073,女,37,否,山东,临沂
6074,女,50,否,福建,厦门
6075,男,34,否,广东,深圳
6076,男,41,否,天津,天津
6077,女,43,否,河北,石家庄
6078,男,40,否,重庆,重庆
6079,男,32,是,山东,烟台
6080,男,20,否,陕西,咸阳
6081,男,22,否,新疆,喀什
6082,男,22,是,黑龙江,齐齐哈尔
6083,男,21,否,内蒙古,呼和浩特
6084,男,19,是,重庆,重庆
6085,女,36,是,河北,廊坊
6086,女,44,否,山西,太原
6087,男,18,否,海南,海口
6088,女,28,否,广东,佛山
6089,男,29,否,河南,郑州
6090,男,24,否,江苏,无锡
6091,女,42,是,广东,中山
6092,男,29,是,北京,北京
6093,男,26,是,浙江,温州
6094,男,27,否,北京,北京
6095,女,29,是,上海,上海
6096,男,47,是,河南,许昌
6097,女,28,是,吉林,长春
6098,男,40,是,山西,太原
6099,女,51,否,天津,天津
6100,男,36,否,陕西,咸阳
6101,女,42,是,山东,青岛
6102,女,24,是,广东,广州
6103,女,34,是,北京,北京
6104,女,21,否,福建,泉州
6105,女,37,是,天津,天津
6106,女,43,否,新疆,克拉玛依
6107,男,33,是,上海,上海
6108,女,44,否,福建,厦门
6109,男,42,否,西藏,日喀则
6110,男,55,否,山西,大同
6111,男,21,是,浙江,金华
6112,女,32,是,天津,天津
6113,男,34,否,安徽,安庆
6114,女,48,否,河南,新乡
6115,女,47,否,陕西,咸阳
6116,男,43,否,贵州,安顺
6117,男,54,否,江苏,南京
6118,男,24,否,湖北,宜昌
6119,女,29,是,山东,威海
6120,男,29,是,甘肃,酒泉
6121,男,19,否,青海,西宁
6122,女,21,是,广东,中山
6123,女,37,是,河北,唐山
6124,男,36,否,江苏,常州
6125,男,20,否,辽宁,大连
6126,男,64,否,福建,福州
6127,男,33,是,上海,上海
6128,女,21,是,甘肃,兰州
6129,女,18,否,河南,许昌
6130,男,21,是,山西,临汾
6131,男,21,否,云南,丽江
6132,女,24,否,河南,洛阳
6133,女,46,否,辽宁,鞍山
6134,女,18,否,上海,上海
6135,男,32,否,四川,成都
6136,男,38,否,广西,南宁
6137,男,18,是,湖北,荆州
6138,女,19,否,四川,宜宾
6139,女,28,否,湖南,长沙
6140,女,35,是,福建,泉州
6141,女,20,是,河南,许昌
6142,女,32,是,湖南,长沙
6143,女,65,否,云南,丽江
6144,女,31,是,西藏,日喀则
6145,女,31,是,河北,廊坊
6146,男,24,否,安徽,芜湖
6147,女,20,是,福建,泉州
6148,男,23,否,海南,三亚
6149,男,18,是,天津,天津
6150,女,25,否,湖南,长沙
6151,男,30,否,青海,西宁
6152,女,22,是,贵州,遵义
6153,女,20,否,甘肃,酒泉
6154,男,39,是,陕西,渭南
6155,女,32,否,陕西,西安
6156,女,52,否,贵州,贵阳
6157,男,25,否,湖北,荆州
6158,女,26,否,新疆,乌鲁木齐
6159,女,34,否,广东,东莞
6160,女,35,否,广西,柳州
6161,女,24,否,河北,廊坊
6162,男,35,否,浙江,杭州
6163,男,20,否,山东,济南
6164,男,28,是,四川,成都
6165,男,23,否,广西,柳州
6166,男,28,否,云南,曲靖
6167,女,20,是,河南,郑州
6168,女,38,是,青海,西宁
6169,女,25,是,北京,北京
